,Unnamed: 0,driver,ageDuringRace,points
5042,5042,ChristianKlien,23,0.0
5043,5043,JensonButton,26,4.0
5044,5044,RubensBarrichello,34,3.0
5045,5045,ChristijanAlbers,27,0.0
5046,5046,TiagoMonteiro,30,0.0
5047,5047,KimiRäikkönen,25,5.0
5048,5048,JuanPablo Montoya,29,10.0
5049,5049,MarkWebber,28,0.0
5050,5050,AntônioPizzonia,24,2.0
5051,5051,TiagoMonteiro,28,0.0
5052,5052,NarainKarthikeyan,28,0.0
5053,5053,FelipeMassa,23,0.0
5054,5054,JacquesVilleneuve,34,0.0
5055,5055,FernandoAlonso,23,8.0
5056,5056,GiancarloFisichella,32,6.0
5057,5057,ChristijanAlbers,26,0.0
5058,5058,RobertDoornbos,23,0.0
5059,5059,RubensBarrichello,32,0.0
5060,5060,MichaelSchumacher,36,0.0
5061,5061,JarnoTrulli,30,4.0
5062,5062,RalfSchumacher,29,3.0
5063,5063,TakumaSato,28,0.0
5064,5064,JensonButton,25,1.0
5065,5065,DavidCoulthard,34,0.0
5066,5066,ChristianKlien,22,0.0
5067,5067,KimiRäikkönen,25,0.0
5068,5068,DavidCoulthard,33,3.0
5069,5069,JuanPablo Montoya,29,4.0
5070,5070,AntônioPizzonia,24,2.0
5071,5071,NickHeidfeld,27,0.0
5072,5072,GiorgioPantano,25,0.0
5073,5073,FelipeMassa,23,0.0
5074,5074,GiancarloFisichella,31,1.0
5075,5075,FernandoAlonso,23,0.0
5076,5076,JarnoTrulli,30,0.0
5077,5077,GianmariaBruni,23,0.0
5078,5078,ZsoltBaumgartner,23,0.0
5079,5079,RubensBarrichello,32,10.0
5080,5080,MichaelSchumacher,35,8.0
5081,5081,RicardoZonta,28,0.0
5082,5082,OlivierPanis,38,0.0
5083,5083,TakumaSato,27,5.0
5084,5084,JensonButton,24,6.0
5085,5085,MarkWebber,28,0.0
5086,5086,ChristianKlien,21,0.0
5087,5087,KimiRäikkönen,23,5.0
5088,5088,DavidCoulthard,32,0.0
5089,5089,JuanPablo Montoya,28,8.0
5090,5090,MarcGené,29,4.0
5091,5091,GiancarloFisichella,30,0.0
5092,5092,ZsoltBaumgartner,22,0.0
5093,5093,NickHeidfeld,26,0.0
5094,5094,Heinz-HaraldFrentzen,36,0.0
5095,5095,FernandoAlonso,22,1.0
5096,5096,JarnoTrulli,29,0.0
5097,5097,JosVerstappen,31,0.0
5098,5098,NicolasKiesa,25,0.0
5099,5099,RubensBarrichello,31,6.0
5100,5100,MichaelSchumacher,34,10.0
5101,5101,Cristianoda Matta,30,0.0
5102,5102,OlivierPanis,37,0.0
5103,5103,JensonButton,23,0.0
5104,5104,JacquesVilleneuve,32,3.0
5105,5105,MarkWebber,27,2.0
5106,5106,JustinWilson,25,0.0
5107,5107,JensonButton,33,1.0
5108,5108,SergioPérez,23,0.0
5109,5109,LewisHamilton,28,2.0
5110,5110,NicoRosberg,28,8.0
5111,5111,PastorMaldonado,28,0.0
5112,5112,ValtteriBottas,23,0.0
5113,5113,NicoHülkenberg,25,10.0
5114,5114,EstebanGutiérrez,22,0.0
5115,5115,FernandoAlonso,32,18.0
5116,5116,FelipeMassa,32,12.0
5117,5117,CharlesPic,23,0.0
5118,5118,Giedovan der Garde,28,0.0
5119,5119,KimiRäikkönen,33,0.0
5120,5120,RomainGrosjean,27,4.0
5121,5121,DanielRicciardo,24,6.0
5122,5122,Jean-ÉricVergne,23,0.0
5123,5123,MaxChilton,22,0.0
5124,5124,JulesBianchi,24,0.0
5125,5125,MarkWebber,36,15.0
5126,5126,SebastianVettel,26,25.0
5127,5127,AdrianSutil,30,0.0
5128,5128,Pauldi Resta,27,0.0
5129,5129,JensonButton,34,4.0
5130,5130,KevinMagnussen,21,1.0
5131,5131,LewisHamilton,29,25.0
5132,5132,NicoRosberg,29,18.0
5133,5133,FelipeMassa,33,15.0
5134,5134,ValtteriBottas,24,12.0
5135,5135,AdrianSutil,31,0.0
5136,5136,EstebanGutiérrez,22,0.0
5137,5137,FernandoAlonso,32,0.0
5138,5138,KimiRäikkönen,34,2.0
5139,5139,KamuiKobayashi,27,0.0
5140,5140,MarcusEricsson,23,0.0
5141,5141,RomainGrosjean,28,0.0
5142,5142,PastorMaldonado,29,0.0
5143,5143,Jean-ÉricVergne,24,0.0
5144,5144,DaniilKvyat,20,0.0
5145,5145,MaxChilton,23,0.0
5146,5146,JulesBianchi,24,0.0
5147,5147,SebastianVettel,27,8.0
5148,5148,DanielRicciardo,25,10.0
5149,5149,NicoHülkenberg,26,0.0
5150,5150,SergioPérez,24,6.0
5151,5151,MikaHäkkinen,27,6.0
5152,5152,MarkBlundell,29,3.0
5153,5153,DavidCoulthard,24,0.0
5154,5154,DamonHill,35,0.0
5155,5155,RubensBarrichello,23,0.0
5156,5156,EddieIrvine,29,0.0
5157,5157,Heinz-HaraldFrentzen,28,4.0
5158,5158,Jean-ChristopheBoullion,25,1.0
5159,5159,LucaBadoer,24,0.0
5160,5160,PedroLamy,23,0.0
5161,5161,JeanAlesi,31,0.0
5162,5162,GerhardBerger,36,0.0
5163,5163,MichaelSchumacher,26,0.0
5164,5164,JohnnyHerbert,31,10.0
5165,5165,OlivierPanis,29,0.0
5166,5166,MartinBrundle,36,0.0
5167,5167,MikaSalo,28,2.0
5168,5168,UkyoKatayama,32,0.0
5169,5169,TakiInoue,32,0.0
5170,5170,MassimilianoPapis,26,0.0
5171,5171,PedroDiniz,25,0.0
5172,5172,RobertoMoreno,36,0.0
5173,5173,AndreaMontermini,31,0.0
5174,5174,GiovanniLavaggi,37,0.0
5175,5175,MikaHäkkinen,26,4.0
5176,5176,MartinBrundle,35,2.0
5177,5177,DavidCoulthard,23,1.0
5178,5178,DamonHill,34,10.0
5179,5179,RubensBarrichello,22,3.0
5180,5180,EddieIrvine,29,0.0
5181,5181,Heinz-HaraldFrentzen,27,0.0
5182,5182,Andreade Cesaris,35,0.0
5183,5183,PierluigiMartini,33,0.0
5184,5184,MicheleAlboreto,37,0.0
5185,5185,JeanAlesi,30,0.0
5186,5186,GerhardBerger,35,6.0
5187,5187,JosVerstappen,22,0.0
5188,5188,JyrkiJärvilehto,28,0.0
5189,5189,OlivierPanis,28,0.0
5190,5190,ÉricBernard,30,0.0
5191,5191,UkyoKatayama,31,0.0
5192,5192,MarkBlundell,28,0.0
5193,5193,GianniMorbidelli,26,0.0
5194,5194,ChristianFittipaldi,23,0.0
5195,5195,DavidBrabham,29,0.0
5196,5196,Jean-MarcGounon,31,0.0
5197,5197,JohnnyHerbert,30,0.0
5198,5198,AlessandroZanardi,28,0.0
5199,5199,ÉrikComas,31,0.0
5200,5200,YannickDalmas,33,0.0
5201,5201,DanielRicciardo,32,26.0
5202,5202,LandoNorris,22,18.0
5203,5203,LewisHamilton,36,0.0
5204,5204,ValtteriBottas,32,15.0
5205,5205,GeorgeRussell,23,2.0
5206,5206,NicholasLatifi,26,0.0
5207,5207,CarlosSainz,27,8.0
5208,5208,CharlesLeclerc,24,12.0
5209,5209,FernandoAlonso,40,4.0
5210,5210,EstebanOcon,25,1.0
5211,5211,RobertKubica,37,0.0
5212,5212,AntonioGiovinazzi,28,0.0
5213,5213,SergioPérez,31,10.0
5214,5214,MaxVerstappen,24,0.0
5215,5215,SebastianVettel,34,0.0
5216,5216,LanceStroll,23,6.0
5217,5217,NikitaMazepin,22,0.0
5218,5218,MickSchumacher,22,0.0
5219,5219,PierreGasly,25,0.0
5220,5220,YukiTsunoda,21,0.0
5221,5221,CarlosSainz,24,0.0
5222,5222,LandoNorris,19,1.0
5223,5223,LewisHamilton,34,16.0
5224,5224,ValtteriBottas,29,18.0
5225,5225,RobertKubica,34,0.0
5226,5226,GeorgeRussell,21,0.0
5227,5227,NicoHülkenberg,31,10.0
5228,5228,DanielRicciardo,30,12.0
5229,5229,SebastianVettel,32,0.0
5230,5230,CharlesLeclerc,21,25.0
5231,5231,PierreGasly,23,0.0
5232,5232,DaniilKvyat,25,0.0
5233,5233,KimiRäikkönen,39,0.0
5234,5234,AntonioGiovinazzi,25,2.0
5235,5235,MaxVerstappen,21,4.0
5236,5236,AlexanderAlbon,23,8.0
5237,5237,RomainGrosjean,33,0.0
5238,5238,KevinMagnussen,26,0.0
5239,5239,SergioPérez,29,6.0
5240,5240,LanceStroll,20,0.0
5241,5241,CarlosSainz,25,18.0
5242,5242,LandoNorris,20,12.0
5243,5243,LewisHamilton,35,7.0
5244,5244,ValtteriBottas,30,10.0
5245,5245,GeorgeRussell,22,0.0
5246,5246,NicholasLatifi,24,0.0
5247,5247,DanielRicciardo,30,8.0
5248,5248,EstebanOcon,23,4.0
5249,5249,SebastianVettel,32,0.0
5250,5250,CharlesLeclerc,22,0.0
5251,5251,KimiRäikkönen,40,0.0
5252,5252,AntonioGiovinazzi,26,0.0
5253,5253,MaxVerstappen,22,0.0
5254,5254,AlexanderAlbon,24,0.0
5255,5255,RomainGrosjean,34,0.0
5256,5256,KevinMagnussen,27,0.0
5257,5257,PierreGasly,24,25.0
5258,5258,DaniilKvyat,26,2.0
5259,5259,SergioPérez,30,1.0
5260,5260,LanceStroll,21,15.0
5261,5261,LewisHamilton,23,6.0
5262,5262,HeikkiKovalainen,26,0.0
5263,5263,NickHeidfeld,31,3.0
5264,5264,RobertKubica,23,0.0
5265,5265,NicoRosberg,23,8.0
5266,5266,KazukiNakajima,23,1.0
5267,5267,FernandoAlonso,27,10.0
5268,5268,NelsonPiquet Jr.,23,0.0
5269,5269,KimiRäikkönen,28,0.0
5270,5270,FelipeMassa,27,0.0
5271,5271,SébastienBourdais,29,0.0
5272,5272,SebastianVettel,21,4.0
5273,5273,TimoGlock,26,5.0
5274,5274,JarnoTrulli,34,0.0
5275,5275,DavidCoulthard,37,2.0
5276,5276,MarkWebber,32,0.0
5277,5277,AdrianSutil,25,0.0
5278,5278,GiancarloFisichella,35,0.0
5279,5279,JensonButton,28,0.0
5280,5280,RubensBarrichello,36,0.0
5281,5281,LewisHamilton,24,10.0
5282,5282,HeikkiKovalainen,27,2.0
5283,5283,NickHeidfeld,32,0.0
5284,5284,RobertKubica,24,1.0
5285,5285,NicoRosberg,24,0.0
5286,5286,KazukiNakajima,24,0.0
5287,5287,FernandoAlonso,28,6.0
5288,5288,RomainGrosjean,23,0.0
5289,5289,KimiRäikkönen,29,0.0
5290,5290,GiancarloFisichella,36,0.0
5291,5291,SébastienBuemi,20,0.0
5292,5292,JaimeAlguersuari,19,0.0
5293,5293,TimoGlock,27,8.0
5294,5294,JarnoTrulli,35,0.0
5295,5295,MarkWebber,33,0.0
5296,5296,SebastianVettel,22,5.0
5297,5297,AdrianSutil,26,0.0
5298,5298,VitantonioLiuzzi,29,0.0
5299,5299,JensonButton,29,4.0
5300,5300,RubensBarrichello,37,3.0
5301,5301,LewisHamilton,25,0.0
5302,5302,JensonButton,30,12.0
5303,5303,NicoRosberg,25,10.0
5304,5304,MichaelSchumacher,41,0.0
5305,5305,RubensBarrichello,38,8.0
5306,5306,NicoHülkenberg,23,1.0
5307,5307,NickHeidfeld,33,0.0
5308,5308,KamuiKobayashi,24,0.0
5309,5309,RobertKubica,25,6.0
5310,5310,VitalyPetrov,26,0.0
5311,5311,FernandoAlonso,29,25.0
5312,5312,FelipeMassa,29,4.0
5313,5313,HeikkiKovalainen,28,0.0
5314,5314,JarnoTrulli,36,0.0
5315,5315,SébastienBuemi,21,0.0
5316,5316,JaimeAlguersuari,20,0.0
5317,5317,TimoGlock,28,0.0
5318,5318,Lucasdi Grassi,26,0.0
5319,5319,MarkWebber,34,15.0
5320,5320,SebastianVettel,23,18.0
5321,5321,AdrianSutil,27,2.0
5322,5322,VitantonioLiuzzi,30,0.0
5323,5323,ChristianKlien,27,0.0
5324,5324,BrunoSenna,26,0.0
5325,5325,LewisHamilton,26,10.0
5326,5326,JensonButton,31,18.0
5327,5327,NicoRosberg,26,6.0
5328,5328,MichaelSchumacher,42,0.0
5329,5329,RubensBarrichello,39,0.0
5330,5330,PastorMaldonado,26,0.0
5331,5331,KamuiKobayashi,25,0.0
5332,5332,SergioPérez,21,1.0
5333,5333,VitalyPetrov,27,0.0
5334,5334,BrunoSenna,27,0.0
5335,5335,FernandoAlonso,30,12.0
5336,5336,FelipeMassa,30,2.0
5337,5337,HeikkiKovalainen,29,0.0
5338,5338,JarnoTrulli,37,0.0
5339,5339,SébastienBuemi,22,0.0
5340,5340,JaimeAlguersuari,21,0.0
5341,5341,TimoGlock,29,0.0
5342,5342,Jérômed'Ambrosio,25,0.0
5343,5343,MarkWebber,35,15.0
5344,5344,SebastianVettel,24,25.0
5345,5345,AdrianSutil,28,4.0
5346,5346,Pauldi Resta,25,8.0
5347,5347,VitantonioLiuzzi,31,0.0
5348,5348,DanielRicciardo,22,0.0
5349,5349,LewisHamilton,27,0.0
5350,5350,JensonButton,32,18.0
5351,5351,NicoRosberg,27,10.0
5352,5352,MichaelSchumacher,43,0.0
5353,5353,BrunoSenna,28,0.0
5354,5354,PastorMaldonado,27,0.0
5355,5355,KamuiKobayashi,26,0.0
5356,5356,SergioPérez,22,1.0
5357,5357,FernandoAlonso,31,15.0
5358,5358,FelipeMassa,31,4.0
5359,5359,HeikkiKovalainen,30,0.0
5360,5360,VitalyPetrov,28,0.0
5361,5361,KimiRäikkönen,32,8.0
5362,5362,RomainGrosjean,26,6.0
5363,5363,DanielRicciardo,23,2.0
5364,5364,Jean-ÉricVergne,22,0.0
5365,5365,TimoGlock,30,0.0
5366,5366,CharlesPic,22,0.0
5367,5367,MarkWebber,36,0.0
5368,5368,SebastianVettel,25,25.0
5369,5369,NicoHülkenberg,25,0.0
5370,5370,Pauldi Resta,26,12.0
5371,5371,Pedrode la Rosa,41,0.0
5372,5372,NarainKarthikeyan,35,0.0
5373,5373,FernandoAlonso,34,0.0
5374,5374,JensonButton,35,0.0
5375,5375,LewisHamilton,30,0.0
5376,5376,NicoRosberg,30,12.0
5377,5377,FelipeMassa,34,0.0
5378,5378,ValtteriBottas,26,10.0
5379,5379,MarcusEricsson,25,0.0
5380,5380,FelipeNasr,23,1.0
5381,5381,KimiRäikkönen,35,15.0
5382,5382,SebastianVettel,28,25.0
5383,5383,RomainGrosjean,29,0.0
5384,5384,PastorMaldonado,30,0.0
5385,5385,MaxVerstappen,17,4.0
5386,5386,CarlosSainz,21,2.0
5387,5387,DanielRicciardo,26,18.0
5388,5388,DaniilKvyat,21,8.0
5389,5389,NicoHülkenberg,28,0.0
5390,5390,SergioPérez,25,6.0
5391,5391,WillStevens,24,0.0
5392,5392,AlexanderRossi,24,0.0
5393,5393,FernandoAlonso,35,6.0
5394,5394,JensonButton,36,0.0
5395,5395,LewisHamilton,31,15.0
5396,5396,NicoRosberg,31,25.0
5397,5397,FelipeMassa,35,0.0
5398,5398,ValtteriBottas,27,0.0
5399,5399,MarcusEricsson,26,0.0
5400,5400,FelipeNasr,24,0.0
5401,5401,KevinMagnussen,23,1.0
5402,5402,JolyonPalmer,25,0.0
5403,5403,KimiRäikkönen,36,12.0
5404,5404,SebastianVettel,29,10.0
5405,5405,DaniilKvyat,22,2.0
5406,5406,CarlosSainz,22,0.0
5407,5407,DanielRicciardo,27,18.0
5408,5408,MaxVerstappen,18,8.0
5409,5409,NicoHülkenberg,29,0.0
5410,5410,SergioPérez,26,4.0
5411,5411,RomainGrosjean,30,0.0
5412,5412,EstebanGutiérrez,25,0.0
5413,5413,PascalWehrlein,21,0.0
5414,5414,EstebanOcon,20,0.0
5415,5415,FernandoAlonso,36,0.0
5416,5416,StoffelVandoorne,25,6.0
5417,5417,LewisHamilton,32,25.0
5418,5418,ValtteriBottas,28,15.0
5419,5419,FelipeMassa,36,0.0
5420,5420,LanceStroll,18,4.0
5421,5421,MarcusEricsson,27,0.0
5422,5422,PascalWehrlein,22,0.0
5423,5423,NicoHülkenberg,30,0.0
5424,5424,JolyonPalmer,26,8.0
5425,5425,KimiRäikkönen,37,0.0
5426,5426,SebastianVettel,30,0.0
5427,5427,DaniilKvyat,23,0.0
5428,5428,CarlosSainz,23,12.0
5429,5429,DanielRicciardo,28,18.0
5430,5430,MaxVerstappen,19,0.0
5431,5431,SergioPérez,27,10.0
5432,5432,EstebanOcon,21,1.0
5433,5433,RomainGrosjean,31,2.0
5434,5434,KevinMagnussen,24,0.0
5435,5435,FernandoAlonso,37,6.0
5436,5436,StoffelVandoorne,26,0.0
5437,5437,LewisHamilton,33,25.0
5438,5438,ValtteriBottas,29,12.0
5439,5439,LanceStroll,19,0.0
5440,5440,SergeySirotkin,23,0.0
5441,5441,MarcusEricsson,28,0.0
5442,5442,CharlesLeclerc,20,2.0
5443,5443,NicoHülkenberg,31,1.0
5444,5444,CarlosSainz,24,4.0
5445,5445,KimiRäikkönen,38,10.0
5446,5446,SebastianVettel,31,15.0
5447,5447,PierreGasly,22,0.0
5448,5448,BrendonHartley,28,0.0
5449,5449,DanielRicciardo,29,8.0
5450,5450,MaxVerstappen,20,18.0
5451,5451,SergioPérez,28,0.0
5452,5452,EstebanOcon,22,0.0
5453,5453,RomainGrosjean,32,0.0
5454,5454,KevinMagnussen,25,0.0
5455,5455,JensonButton,33,6.0
5456,5456,SergioPérez,23,4.0
5457,5457,LewisHamilton,28,10.0
5458,5458,NicoRosberg,28,12.0
5459,5459,PastorMaldonado,28,0.0
5460,5460,ValtteriBottas,24,0.0
5461,5461,NicoHülkenberg,26,2.0
5462,5462,EstebanGutiérrez,22,0.0
5463,5463,FernandoAlonso,32,18.0
5464,5464,FelipeMassa,32,8.0
5465,5465,CharlesPic,23,0.0
5466,5466,Giedovan der Garde,28,0.0
5467,5467,KimiRäikkönen,33,15.0
5468,5468,RomainGrosjean,27,0.0
5469,5469,DanielRicciardo,24,0.0
5470,5470,Jean-ÉricVergne,23,0.0
5471,5471,MaxChilton,22,0.0
5472,5472,JulesBianchi,24,0.0
5473,5473,MarkWebber,37,0.0
5474,5474,SebastianVettel,26,25.0
5475,5475,AdrianSutil,30,1.0
5476,5476,Pauldi Resta,27,0.0
5477,5477,JensonButton,34,0.0
5478,5478,KevinMagnussen,21,1.0
5479,5479,LewisHamilton,29,25.0
5480,5480,NicoRosberg,29,0.0
5481,5481,FelipeMassa,33,10.0
5482,5482,ValtteriBottas,25,0.0
5483,5483,AdrianSutil,31,0.0
5484,5484,EstebanGutiérrez,23,0.0
5485,5485,FernandoAlonso,33,12.0
5486,5486,KimiRäikkönen,34,4.0
5487,5487,KamuiKobayashi,28,0.0
5488,5488,MarcusEricsson,24,0.0
5489,5489,RomainGrosjean,28,0.0
5490,5490,PastorMaldonado,29,0.0
5491,5491,Jean-ÉricVergne,24,8.0
5492,5492,DaniilKvyat,20,0.0
5493,5493,MaxChilton,23,0.0
5494,5494,JulesBianchi,25,0.0
5495,5495,SebastianVettel,27,18.0
5496,5496,DanielRicciardo,25,15.0
5497,5497,NicoHülkenberg,27,2.0
5498,5498,SergioPérez,24,6.0
5499,5499,CarlosSainz,25,0.0
5500,5500,LandoNorris,19,6.0
5501,5501,LewisHamilton,34,12.0
5502,5502,ValtteriBottas,30,10.0
5503,5503,RobertKubica,34,0.0
5504,5504,GeorgeRussell,21,0.0
5505,5505,NicoHülkenberg,32,2.0
5506,5506,DanielRicciardo,30,0.0
5507,5507,SebastianVettel,32,25.0
5508,5508,CharlesLeclerc,21,18.0
5509,5509,PierreGasly,23,4.0
5510,5510,DaniilKvyat,25,0.0
5511,5511,KimiRäikkönen,39,0.0
5512,5512,AntonioGiovinazzi,25,1.0
5513,5513,MaxVerstappen,21,15.0
5514,5514,AlexanderAlbon,23,8.0
5515,5515,RomainGrosjean,33,0.0
5516,5516,KevinMagnussen,26,0.0
5517,5517,SergioPérez,29,0.0
5518,5518,LanceStroll,20,0.0
5519,5519,LewisHamilton,23,0.0
5520,5520,HeikkiKovalainen,27,0.0
5521,5521,NickHeidfeld,31,0.0
5522,5522,RobertKubica,24,8.0
5523,5523,NicoRosberg,23,0.0
5524,5524,KazukiNakajima,23,0.0
5525,5525,FernandoAlonso,27,10.0
5526,5526,NelsonPiquet Jr.,23,5.0
5527,5527,KimiRäikkönen,29,6.0
5528,5528,FelipeMassa,27,2.0
5529,5529,SébastienBourdais,29,0.0
5530,5530,SebastianVettel,21,3.0
5531,5531,TimoGlock,26,0.0
5532,5532,JarnoTrulli,34,4.0
5533,5533,DavidCoulthard,37,0.0
5534,5534,MarkWebber,32,1.0
5535,5535,AdrianSutil,25,0.0
5536,5536,GiancarloFisichella,35,0.0
5537,5537,JensonButton,28,0.0
5538,5538,RubensBarrichello,36,0.0
5539,5539,LewisHamilton,22,10.0
5540,5540,FernandoAlonso,26,0.0
5541,5541,NickHeidfeld,30,0.0
5542,5542,RobertKubica,22,2.0
5543,5543,NicoRosberg,22,0.0
5544,5544,AlexanderWurz,33,0.0
5545,5545,HeikkiKovalainen,25,8.0
5546,5546,GiancarloFisichella,34,4.0
5547,5547,KimiRäikkönen,27,6.0
5548,5548,FelipeMassa,26,3.0
5549,5549,SebastianVettel,20,0.0
5550,5550,VitantonioLiuzzi,27,0.0
5551,5551,JarnoTrulli,33,0.0
5552,5552,RalfSchumacher,32,0.0
5553,5553,TakumaSato,30,0.0
5554,5554,AnthonyDavidson,28,0.0
5555,5555,DavidCoulthard,36,5.0
5556,5556,MarkWebber,31,0.0
5557,5557,AdrianSutil,24,1.0
5558,5558,SakonYamamoto,25,0.0
5559,5559,JensonButton,27,0.0
5560,5560,RubensBarrichello,35,0.0
5561,5561,LewisHamilton,23,10.0
5562,5562,HeikkiKovalainen,27,0.0
5563,5563,NickHeidfeld,31,4.0
5564,5564,RobertKubica,23,3.0
5565,5565,NicoRosberg,23,0.0
5566,5566,KazukiNakajima,23,0.0
5567,5567,FernandoAlonso,27,5.0
5568,5568,NelsonPiquet Jr.,23,1.0
5569,5569,KimiRäikkönen,29,6.0
5570,5570,FelipeMassa,27,8.0
5571,5571,SébastienBourdais,29,0.0
5572,5572,SebastianVettel,21,0.0
5573,5573,TimoGlock,26,2.0
5574,5574,JarnoTrulli,34,0.0
5575,5575,DavidCoulthard,37,0.0
5576,5576,MarkWebber,32,0.0
5577,5577,AdrianSutil,25,0.0
5578,5578,GiancarloFisichella,35,0.0
5579,5579,JensonButton,28,0.0
5580,5580,RubensBarrichello,36,0.0
5581,5581,LewisHamilton,22,0.0
5582,5582,FernandoAlonso,25,8.0
5583,5583,NickHeidfeld,30,2.0
5584,5584,RobertKubica,22,0.0
5585,5585,NicoRosberg,22,0.0
5586,5586,AlexanderWurz,33,0.0
5587,5587,HeikkiKovalainen,25,0.0
5588,5588,GiancarloFisichella,34,0.0
5589,5589,KimiRäikkönen,27,10.0
5590,5590,FelipeMassa,26,6.0
5591,5591,SebastianVettel,20,5.0
5592,5592,VitantonioLiuzzi,26,3.0
5593,5593,JarnoTrulli,33,0.0
5594,5594,RalfSchumacher,32,0.0
5595,5595,TakumaSato,30,0.0
5596,5596,AnthonyDavidson,28,0.0
5597,5597,DavidCoulthard,36,1.0
5598,5598,MarkWebber,30,0.0
5599,5599,AdrianSutil,24,0.0
5600,5600,SakonYamamoto,25,0.0
5601,5601,JensonButton,27,4.0
5602,5602,RubensBarrichello,35,0.0
5603,5603,LewisHamilton,24,3.0
5604,5604,HeikkiKovalainen,27,4.0
5605,5605,NickHeidfeld,31,0.0
5606,5606,RobertKubica,24,0.0
5607,5607,NicoRosberg,23,0.0
5608,5608,KazukiNakajima,24,0.0
5609,5609,FernandoAlonso,27,0.0
5610,5610,NelsonPiquet Jr.,23,0.0
5611,5611,KimiRäikkönen,29,0.0
5612,5612,FelipeMassa,28,0.0
5613,5613,SébastienBourdais,30,0.0
5614,5614,SébastienBuemi,20,1.0
5615,5615,TimoGlock,27,2.0
5616,5616,JarnoTrulli,34,0.0
5617,5617,MarkWebber,32,8.0
5618,5618,SebastianVettel,21,10.0
5619,5619,AdrianSutil,26,0.0
5620,5620,GiancarloFisichella,36,0.0
5621,5621,JensonButton,29,6.0
5622,5622,RubensBarrichello,36,5.0
5623,5623,LewisHamilton,25,18.0
5624,5624,JensonButton,30,25.0
5625,5625,NicoRosberg,24,15.0
5626,5626,MichaelSchumacher,41,1.0
5627,5627,RubensBarrichello,37,0.0
5628,5628,NicoHülkenberg,22,0.0
5629,5629,Pedrode la Rosa,39,0.0
5630,5630,KamuiKobayashi,23,0.0
5631,5631,RobertKubica,25,10.0
5632,5632,VitalyPetrov,25,6.0
5633,5633,FernandoAlonso,28,12.0
5634,5634,FelipeMassa,29,2.0
5635,5635,HeikkiKovalainen,28,0.0
5636,5636,JarnoTrulli,35,0.0
5637,5637,SébastienBuemi,21,0.0
5638,5638,JaimeAlguersuari,20,0.0
5639,5639,TimoGlock,28,0.0
5640,5640,Lucasdi Grassi,25,0.0
5641,5641,MarkWebber,33,4.0
5642,5642,SebastianVettel,22,8.0
5643,5643,AdrianSutil,27,0.0
5644,5644,VitantonioLiuzzi,29,0.0
5645,5645,BrunoSenna,26,0.0
5646,5646,KarunChandhok,26,0.0
5647,5647,LewisHamilton,26,25.0
5648,5648,JensonButton,31,12.0
5649,5649,NicoRosberg,25,10.0
5650,5650,MichaelSchumacher,42,4.0
5651,5651,RubensBarrichello,38,0.0
5652,5652,PastorMaldonado,26,0.0
5653,5653,KamuiKobayashi,24,1.0
5654,5654,SergioPérez,21,0.0
5655,5655,NickHeidfeld,33,0.0
5656,5656,VitalyPetrov,26,2.0
5657,5657,FernandoAlonso,29,6.0
5658,5658,FelipeMassa,29,8.0
5659,5659,HeikkiKovalainen,29,0.0
5660,5660,JarnoTrulli,36,0.0
5661,5661,SébastienBuemi,22,0.0
5662,5662,JaimeAlguersuari,21,0.0
5663,5663,TimoGlock,29,0.0
5664,5664,Jérômed'Ambrosio,25,0.0
5665,5665,MarkWebber,34,15.0
5666,5666,SebastianVettel,23,18.0
5667,5667,AdrianSutil,28,0.0
5668,5668,Pauldi Resta,25,0.0
5669,5669,VitantonioLiuzzi,30,0.0
5670,5670,NarainKarthikeyan,34,0.0
5671,5671,LewisHamilton,27,15.0
5672,5672,JensonButton,32,18.0
5673,5673,NicoRosberg,26,25.0
5674,5674,MichaelSchumacher,43,0.0
5675,5675,BrunoSenna,28,6.0
5676,5676,PastorMaldonado,27,4.0
5677,5677,KamuiKobayashi,25,1.0
5678,5678,SergioPérez,22,0.0
5679,5679,FernandoAlonso,30,2.0
5680,5680,FelipeMassa,30,0.0
5681,5681,HeikkiKovalainen,30,0.0
5682,5682,VitalyPetrov,27,0.0
5683,5683,KimiRäikkönen,32,0.0
5684,5684,RomainGrosjean,26,8.0
5685,5685,DanielRicciardo,22,0.0
5686,5686,Jean-ÉricVergne,21,0.0
5687,5687,TimoGlock,30,0.0
5688,5688,CharlesPic,22,0.0
5689,5689,MarkWebber,35,12.0
5690,5690,SebastianVettel,24,10.0
5691,5691,NicoHülkenberg,24,0.0
5692,5692,Pauldi Resta,26,0.0
5693,5693,Pedrode la Rosa,41,0.0
5694,5694,NarainKarthikeyan,35,0.0
5695,5695,FernandoAlonso,34,0.0
5696,5696,JensonButton,35,0.0
5697,5697,LewisHamilton,30,25.0
5698,5698,NicoRosberg,30,18.0
5699,5699,FelipeMassa,34,10.0
5700,5700,ValtteriBottas,26,8.0
5701,5701,MarcusEricsson,25,1.0
5702,5702,FelipeNasr,23,4.0
5703,5703,KimiRäikkönen,36,12.0
5704,5704,SebastianVettel,28,15.0
5705,5705,RomainGrosjean,29,6.0
5706,5706,PastorMaldonado,30,0.0
5707,5707,MaxVerstappen,18,0.0
5708,5708,CarlosSainz,21,0.0
5709,5709,DanielRicciardo,26,2.0
5710,5710,DaniilKvyat,21,0.0
5711,5711,NicoHülkenberg,28,0.0
5712,5712,SergioPérez,25,0.0
5713,5713,WillStevens,24,0.0
