,Unnamed: 0,driver,ageDuringRace,points
2357,2357,FelipeMassa,27,4.0
2358,2358,SébastienBourdais,29,0.0
2359,2359,SebastianVettel,21,1.0
2360,2360,TimoGlock,26,5.0
2361,2361,JarnoTrulli,34,3.0
2362,2362,DavidCoulthard,37,6.0
2363,2363,MarkWebber,31,0.0
2364,2364,AdrianSutil,25,0.0
2365,2365,GiancarloFisichella,35,0.0
2366,2366,JensonButton,28,0.0
2367,2367,RubensBarrichello,36,2.0
2368,2368,LewisHamilton,22,10.0
2369,2369,FernandoAlonso,26,2.0
2370,2370,NickHeidfeld,30,8.0
2371,2371,RobertKubica,22,0.0
2372,2372,NicoRosberg,22,0.0
2373,2373,AlexanderWurz,33,6.0
2374,2374,HeikkiKovalainen,25,5.0
2375,2375,GiancarloFisichella,34,0.0
2376,2376,KimiRäikkönen,27,4.0
2377,2377,FelipeMassa,26,0.0
2378,2378,VitantonioLiuzzi,27,0.0
2379,2379,ScottSpeed,24,0.0
2380,2380,JarnoTrulli,33,0.0
2381,2381,RalfSchumacher,32,1.0
2382,2382,TakumaSato,30,3.0
2383,2383,AnthonyDavidson,28,0.0
2384,2384,DavidCoulthard,36,0.0
2385,2385,MarkWebber,31,0.0
2386,2386,AdrianSutil,24,0.0
2387,2387,ChristijanAlbers,28,0.0
2388,2388,JensonButton,27,0.0
2389,2389,RubensBarrichello,35,0.0
2390,2390,LewisHamilton,25,25.0
2391,2391,JensonButton,30,18.0
2392,2392,NicoRosberg,24,8.0
2393,2393,MichaelSchumacher,41,0.0
2394,2394,RubensBarrichello,38,0.0
2395,2395,NicoHülkenberg,22,0.0
2396,2396,Pedrode la Rosa,39,0.0
2397,2397,KamuiKobayashi,23,0.0
2398,2398,RobertKubica,25,6.0
2399,2399,VitalyPetrov,25,0.0
2400,2400,FernandoAlonso,28,15.0
2401,2401,FelipeMassa,29,0.0
2402,2402,HeikkiKovalainen,28,0.0
2403,2403,JarnoTrulli,35,0.0
2404,2404,SébastienBuemi,21,4.0
2405,2405,JaimeAlguersuari,20,0.0
2406,2406,TimoGlock,28,0.0
2407,2407,Lucasdi Grassi,25,0.0
2408,2408,MarkWebber,33,10.0
2409,2409,SebastianVettel,22,12.0
2410,2410,AdrianSutil,27,1.0
2411,2411,VitantonioLiuzzi,29,2.0
2412,2412,BrunoSenna,26,0.0
2413,2413,KarunChandhok,26,0.0
2414,2414,LewisHamilton,26,0.0
2415,2415,JensonButton,31,25.0
2416,2416,NicoRosberg,26,0.0
2417,2417,MichaelSchumacher,42,12.0
2418,2418,RubensBarrichello,39,2.0
2419,2419,PastorMaldonado,26,0.0
2420,2420,Pedrode la Rosa,40,0.0
2421,2421,KamuiKobayashi,25,6.0
2422,2422,NickHeidfeld,34,0.0
2423,2423,VitalyPetrov,27,10.0
2424,2424,FernandoAlonso,30,0.0
2425,2425,FelipeMassa,30,8.0
2426,2426,HeikkiKovalainen,30,0.0
2427,2427,JarnoTrulli,37,0.0
2428,2428,SébastienBuemi,23,1.0
2429,2429,JaimeAlguersuari,21,4.0
2430,2430,TimoGlock,29,0.0
2431,2431,Jérômed'Ambrosio,25,0.0
2432,2432,MarkWebber,35,15.0
2433,2433,SebastianVettel,24,18.0
2434,2434,AdrianSutil,28,0.0
2435,2435,Pauldi Resta,25,0.0
2436,2436,VitantonioLiuzzi,31,0.0
2437,2437,NarainKarthikeyan,34,0.0
2438,2438,LewisHamilton,27,25.0
2439,2439,JensonButton,32,0.0
2440,2440,NicoRosberg,27,8.0
2441,2441,MichaelSchumacher,43,0.0
2442,2442,BrunoSenna,28,0.0
2443,2443,PastorMaldonado,27,0.0
2444,2444,KamuiKobayashi,26,2.0
2445,2445,SergioPérez,22,15.0
2446,2446,FernandoAlonso,31,10.0
2447,2447,FelipeMassa,31,1.0
2448,2448,HeikkiKovalainen,30,0.0
2449,2449,VitalyPetrov,28,0.0
2450,2450,KimiRäikkönen,32,4.0
2451,2451,RomainGrosjean,26,18.0
2452,2452,DanielRicciardo,23,0.0
2453,2453,Jean-ÉricVergne,22,0.0
2454,2454,TimoGlock,30,0.0
2455,2455,CharlesPic,22,0.0
2456,2456,MarkWebber,36,6.0
2457,2457,SebastianVettel,25,12.0
2458,2458,NicoHülkenberg,25,0.0
2459,2459,Pauldi Resta,26,0.0
2460,2460,Pedrode la Rosa,41,0.0
2461,2461,NarainKarthikeyan,35,0.0
2462,2462,FernandoAlonso,33,0.0
2463,2463,LewisHamilton,30,25.0
2464,2464,NicoRosberg,30,18.0
2465,2465,FelipeMassa,34,8.0
2466,2466,ValtteriBottas,25,15.0
2467,2467,MarcusEricsson,24,0.0
2468,2468,FelipeNasr,22,0.0
2469,2469,KimiRäikkönen,35,12.0
2470,2470,SebastianVettel,28,10.0
2471,2471,RomainGrosjean,29,1.0
2472,2472,PastorMaldonado,30,6.0
2473,2473,MaxVerstappen,17,0.0
2474,2474,CarlosSainz,20,0.0
2475,2475,DanielRicciardo,26,0.0
2476,2476,DaniilKvyat,21,2.0
2477,2477,NicoHülkenberg,27,4.0
2478,2478,SergioPérez,25,0.0
2479,2479,WillStevens,24,0.0
2480,2480,RobertoMerhi,24,0.0
2481,2481,FernandoAlonso,35,0.0
2482,2482,JensonButton,36,0.0
2483,2483,LewisHamilton,31,25.0
2484,2484,NicoRosberg,31,10.0
2485,2485,FelipeMassa,35,0.0
2486,2486,ValtteriBottas,27,15.0
2487,2487,MarcusEricsson,26,0.0
2488,2488,FelipeNasr,24,0.0
2489,2489,JolyonPalmer,25,0.0
2490,2490,KimiRäikkönen,37,8.0
2491,2491,SebastianVettel,29,18.0
2492,2492,DaniilKvyat,22,0.0
2493,2493,CarlosSainz,22,2.0
2494,2494,DanielRicciardo,27,6.0
2495,2495,MaxVerstappen,19,12.0
2496,2496,NicoHülkenberg,29,4.0
2497,2497,SergioPérez,26,1.0
2498,2498,RomainGrosjean,30,0.0
2499,2499,EstebanGutiérrez,25,0.0
2500,2500,PascalWehrlein,22,0.0
2501,2501,RioHaryanto,23,0.0
2502,2502,FernandoAlonso,36,0.0
2503,2503,StoffelVandoorne,25,0.0
2504,2504,LewisHamilton,32,25.0
2505,2505,ValtteriBottas,28,18.0
2506,2506,FelipeMassa,36,0.0
2507,2507,LanceStroll,19,2.0
2508,2508,MarcusEricsson,27,0.0
2509,2509,PascalWehrlein,23,0.0
2510,2510,NicoHülkenberg,30,4.0
2511,2511,JolyonPalmer,26,0.0
2512,2512,KimiRäikkönen,38,6.0
2513,2513,SebastianVettel,30,12.0
2514,2514,DaniilKvyat,23,0.0
2515,2515,CarlosSainz,23,0.0
2516,2516,DanielRicciardo,28,15.0
2517,2517,MaxVerstappen,20,0.0
2518,2518,SergioPérez,27,10.0
2519,2519,EstebanOcon,21,8.0
2520,2520,RomainGrosjean,31,1.0
2521,2521,KevinMagnussen,25,0.0
2522,2522,FernandoAlonso,37,0.0
2523,2523,StoffelVandoorne,26,0.0
2524,2524,LewisHamilton,33,10.0
2525,2525,ValtteriBottas,29,18.0
2526,2526,LanceStroll,19,0.0
2527,2527,SergeySirotkin,23,0.0
2528,2528,MarcusEricsson,28,0.0
2529,2529,CharlesLeclerc,20,1.0
2530,2530,NicoHülkenberg,31,6.0
2531,2531,CarlosSainz,24,4.0
2532,2532,KimiRäikkönen,38,8.0
2533,2533,SebastianVettel,31,25.0
2534,2534,PierreGasly,22,0.0
2535,2535,BrendonHartley,28,0.0
2536,2536,DanielRicciardo,29,12.0
2537,2537,MaxVerstappen,21,15.0
2538,2538,SergioPérez,28,0.0
2539,2539,EstebanOcon,22,2.0
2540,2540,RomainGrosjean,32,0.0
2541,2541,KevinMagnussen,26,0.0
2542,2542,KimiRäikkönen,26,6.0
2543,2543,JuanPablo Montoya,30,0.0
2544,2544,NickHeidfeld,29,2.0
2545,2545,JacquesVilleneuve,35,0.0
2546,2546,NicoRosberg,21,0.0
2547,2547,MarkWebber,29,0.0
2548,2548,FernandoAlonso,24,10.0
2549,2549,GiancarloFisichella,33,5.0
2550,2550,FelipeMassa,25,4.0
2551,2551,MichaelSchumacher,37,8.0
2552,2552,VitantonioLiuzzi,25,0.0
2553,2553,ScottSpeed,23,0.0
2554,2554,JarnoTrulli,31,3.0
2555,2555,RalfSchumacher,31,0.0
2556,2556,TakumaSato,29,0.0
2557,2557,FranckMontagny,28,0.0
2558,2558,DavidCoulthard,35,1.0
2559,2559,ChristianKlien,23,0.0
2560,2560,JensonButton,26,0.0
2561,2561,RubensBarrichello,34,0.0
2562,2562,ChristijanAlbers,27,0.0
2563,2563,TiagoMonteiro,29,0.0
2564,2564,KimiRäikkönen,26,10.0
2565,2565,JuanPablo Montoya,30,0.0
2566,2566,NickHeidfeld,28,0.0
2567,2567,MarkWebber,29,4.0
2568,2568,TiagoMonteiro,29,0.0
2569,2569,NarainKarthikeyan,28,0.0
2570,2570,FelipeMassa,24,5.0
2571,2571,JacquesVilleneuve,34,0.0
2572,2572,FernandoAlonso,24,0.0
2573,2573,GiancarloFisichella,32,0.0
2574,2574,ChristijanAlbers,26,0.0
2575,2575,PatrickFriesacher,25,0.0
2576,2576,RubensBarrichello,33,6.0
2577,2577,MichaelSchumacher,36,8.0
2578,2578,JarnoTrulli,31,0.0
2579,2579,RalfSchumacher,30,3.0
2580,2580,TakumaSato,28,0.0
2581,2581,JensonButton,25,0.0
2582,2582,DavidCoulthard,34,2.0
2583,2583,ChristianKlien,22,1.0
2584,2584,KimiRäikkönen,23,3.0
2585,2585,DavidCoulthard,32,0.0
2586,2586,RalfSchumacher,27,8.0
2587,2587,JuanPablo Montoya,27,6.0
2588,2588,GiancarloFisichella,30,0.0
2589,2589,RalphFirman,28,0.0
2590,2590,NickHeidfeld,26,0.0
2591,2591,Heinz-HaraldFrentzen,36,0.0
2592,2592,FernandoAlonso,21,5.0
2593,2593,JarnoTrulli,28,0.0
2594,2594,JosVerstappen,31,0.0
2595,2595,JustinWilson,24,0.0
2596,2596,RubensBarrichello,31,4.0
2597,2597,MichaelSchumacher,34,10.0
2598,2598,Cristianoda Matta,29,0.0
2599,2599,OlivierPanis,36,1.0
2600,2600,JensonButton,23,0.0
2601,2601,JacquesVilleneuve,32,0.0
2602,2602,MarkWebber,26,2.0
2603,2603,AntônioPizzonia,22,0.0
2604,2604,KimiRäikkönen,24,4.0
2605,2605,DavidCoulthard,33,3.0
2606,2606,RalfSchumacher,28,0.0
2607,2607,JuanPablo Montoya,28,0.0
2608,2608,NickHeidfeld,27,1.0
2609,2609,TimoGlock,22,2.0
2610,2610,FelipeMassa,23,0.0
2611,2611,GiancarloFisichella,31,5.0
2612,2612,FernandoAlonso,22,0.0
2613,2613,JarnoTrulli,29,0.0
2614,2614,GianmariaBruni,23,0.0
2615,2615,ZsoltBaumgartner,23,0.0
2616,2616,RubensBarrichello,32,8.0
2617,2617,MichaelSchumacher,35,10.0
2618,2618,Cristianoda Matta,30,0.0
2619,2619,OlivierPanis,37,0.0
2620,2620,TakumaSato,27,0.0
2621,2621,JensonButton,24,6.0
2622,2622,MarkWebber,27,0.0
2623,2623,ChristianKlien,21,0.0
2624,2624,DavidCoulthard,26,0.0
2625,2625,MikaHäkkinen,28,0.0
2626,2626,JacquesVilleneuve,26,0.0
2627,2627,Heinz-HaraldFrentzen,30,3.0
2628,2628,GiancarloFisichella,24,4.0
2629,2629,RalfSchumacher,21,0.0
2630,2630,JohnnyHerbert,32,2.0
2631,2631,GianniMorbidelli,29,0.0
2632,2632,OlivierPanis,30,0.0
2633,2633,ShinjiNakano,26,1.0
2634,2634,JarnoTrulli,22,0.0
2635,2635,UkyoKatayama,34,0.0
2636,2636,MichaelSchumacher,28,10.0
2637,2637,EddieIrvine,31,0.0
2638,2638,AlexanderWurz,23,0.0
2639,2639,JeanAlesi,33,6.0
2640,2640,RubensBarrichello,25,0.0
2641,2641,JanMagnussen,23,0.0
2642,2642,PedroDiniz,27,0.0
2643,2643,DamonHill,36,0.0
2644,2644,JosVerstappen,25,0.0
2645,2645,MikaSalo,30,0.0
2646,2646,JensonButton,33,0.0
2647,2647,SergioPérez,23,0.0
2648,2648,LewisHamilton,28,15.0
2649,2649,NicoRosberg,28,10.0
2650,2650,PastorMaldonado,28,0.0
2651,2651,ValtteriBottas,24,0.0
2652,2652,NicoHülkenberg,26,0.0
2653,2653,EstebanGutiérrez,22,0.0
2654,2654,FernandoAlonso,32,18.0
2655,2655,FelipeMassa,32,4.0
2656,2656,CharlesPic,23,0.0
2657,2657,Giedovan der Garde,28,0.0
2658,2658,KimiRäikkönen,33,2.0
2659,2659,RomainGrosjean,27,0.0
2660,2660,DanielRicciardo,24,0.0
2661,2661,Jean-ÉricVergne,23,8.0
2662,2662,MaxChilton,22,0.0
2663,2663,JulesBianchi,24,0.0
2664,2664,MarkWebber,37,12.0
2665,2665,SebastianVettel,26,25.0
2666,2666,AdrianSutil,30,1.0
2667,2667,Pauldi Resta,27,6.0
2668,2668,JensonButton,34,12.0
2669,2669,KevinMagnussen,21,2.0
2670,2670,LewisHamilton,29,0.0
2671,2671,NicoRosberg,29,18.0
2672,2672,FelipeMassa,33,0.0
2673,2673,ValtteriBottas,24,6.0
2674,2674,AdrianSutil,31,0.0
2675,2675,EstebanGutiérrez,23,0.0
2676,2676,FernandoAlonso,33,8.0
2677,2677,KimiRäikkönen,34,1.0
2678,2678,KamuiKobayashi,27,0.0
2679,2679,MarcusEricsson,23,0.0
2680,2680,RomainGrosjean,28,0.0
2681,2681,PastorMaldonado,29,0.0
2682,2682,Jean-ÉricVergne,24,4.0
2683,2683,DaniilKvyat,20,0.0
2684,2684,MaxChilton,23,0.0
2685,2685,JulesBianchi,25,0.0
2686,2686,SebastianVettel,27,15.0
2687,2687,DanielRicciardo,25,25.0
2688,2688,NicoHülkenberg,26,10.0
2689,2689,SergioPérez,24,0.0
2690,2690,MikaHäkkinen,27,0.0
2691,2691,MarkBlundell,29,0.0
2692,2692,DavidCoulthard,24,0.0
2693,2693,DamonHill,35,0.0
2694,2694,RubensBarrichello,23,6.0
2695,2695,EddieIrvine,30,4.0
2696,2696,Heinz-HaraldFrentzen,28,0.0
2697,2697,Jean-ChristopheBoullion,25,0.0
2698,2698,LucaBadoer,24,0.0
2699,2699,PierluigiMartini,34,0.0
2700,2700,JeanAlesi,31,10.0
2701,2701,GerhardBerger,36,0.0
2702,2702,MichaelSchumacher,26,2.0
2703,2703,JohnnyHerbert,31,0.0
2704,2704,OlivierPanis,29,3.0
2705,2705,MartinBrundle,36,0.0
2706,2706,MikaSalo,28,0.0
2707,2707,UkyoKatayama,32,0.0
2708,2708,GianniMorbidelli,27,1.0
2709,2709,TakiInoue,32,0.0
2710,2710,PedroDiniz,25,0.0
2711,2711,RobertoMoreno,36,0.0
2712,2712,AndreaMontermini,31,0.0
2713,2713,BertrandGachot,32,0.0
2714,2714,MikaHäkkinen,26,0.0
2715,2715,MartinBrundle,35,0.0
2716,2716,DavidCoulthard,23,2.0
2717,2717,DamonHill,34,6.0
2718,2718,RubensBarrichello,22,0.0
2719,2719,EddieIrvine,29,0.0
2720,2720,Heinz-HaraldFrentzen,27,0.0
2721,2721,Andreade Cesaris,35,0.0
2722,2722,PierluigiMartini,33,0.0
2723,2723,MicheleAlboreto,37,0.0
2724,2724,JeanAlesi,30,4.0
2725,2725,GerhardBerger,35,3.0
2726,2726,MichaelSchumacher,25,10.0
2727,2727,JyrkiJärvilehto,28,1.0
2728,2728,OlivierPanis,28,0.0
2729,2729,ÉricBernard,30,0.0
2730,2730,UkyoKatayama,31,0.0
2731,2731,MarkBlundell,28,0.0
2732,2732,GianniMorbidelli,26,0.0
2733,2733,ChristianFittipaldi,23,0.0
2734,2734,DavidBrabham,29,0.0
2735,2735,JohnnyHerbert,30,0.0
2736,2736,AlessandroZanardi,28,0.0
2737,2737,BertrandGachot,31,0.0
2738,2738,ÉrikComas,31,0.0
2739,2739,OlivierBeretta,25,0.0
2740,2740,CarlosSainz,25,0.0
2741,2741,LandoNorris,19,0.0
2742,2742,LewisHamilton,34,25.0
2743,2743,ValtteriBottas,30,13.0
2744,2744,RobertKubica,34,0.0
2745,2745,GeorgeRussell,21,0.0
2746,2746,NicoHülkenberg,32,6.0
2747,2747,DanielRicciardo,30,8.0
2748,2748,SebastianVettel,32,18.0
2749,2749,CharlesLeclerc,21,15.0
2750,2750,DaniilKvyat,25,1.0
2751,2751,AlexanderAlbon,23,0.0
2752,2752,KimiRäikkönen,39,0.0
2753,2753,AntonioGiovinazzi,25,0.0
2754,2754,PierreGasly,23,4.0
2755,2755,MaxVerstappen,21,10.0
2756,2756,RomainGrosjean,33,0.0
2757,2757,KevinMagnussen,26,0.0
2758,2758,SergioPérez,29,0.0
2759,2759,LanceStroll,20,2.0
2760,2760,LewisHamilton,23,0.0
2761,2761,HeikkiKovalainen,26,5.0
2762,2762,NickHeidfeld,31,0.0
2763,2763,RobertKubica,23,4.0
2764,2764,NicoRosberg,23,0.0
2765,2765,KazukiNakajima,23,0.0
2766,2766,FernandoAlonso,26,1.0
2767,2767,NelsonPiquet Jr.,22,2.0
2768,2768,KimiRäikkönen,28,8.0
2769,2769,FelipeMassa,27,10.0
2770,2770,SébastienBourdais,29,0.0
2771,2771,SebastianVettel,20,0.0
2772,2772,TimoGlock,26,0.0
2773,2773,JarnoTrulli,33,6.0
2774,2774,DavidCoulthard,37,0.0
2775,2775,MarkWebber,31,3.0
2776,2776,AdrianSutil,25,0.0
2777,2777,GiancarloFisichella,35,0.0
2778,2778,JensonButton,28,0.0
2779,2779,RubensBarrichello,36,0.0
2780,2780,LewisHamilton,22,6.0
2781,2781,FernandoAlonso,25,2.0
2782,2782,NickHeidfeld,29,4.0
2783,2783,RobertKubica,22,5.0
2784,2784,NicoRosberg,21,0.0
2785,2785,AlexanderWurz,32,0.0
2786,2786,HeikkiKovalainen,25,0.0
2787,2787,GiancarloFisichella,34,3.0
2788,2788,KimiRäikkönen,27,10.0
2789,2789,FelipeMassa,25,8.0
2790,2790,VitantonioLiuzzi,26,0.0
2791,2791,ScottSpeed,23,0.0
2792,2792,JarnoTrulli,32,0.0
2793,2793,RalfSchumacher,31,0.0
2794,2794,TakumaSato,29,0.0
2795,2795,AnthonyDavidson,27,0.0
2796,2796,DavidCoulthard,35,0.0
2797,2797,MarkWebber,30,0.0
2798,2798,AdrianSutil,24,0.0
2799,2799,ChristijanAlbers,27,0.0
2800,2800,JensonButton,26,1.0
2801,2801,RubensBarrichello,34,0.0
2802,2802,KimiRäikkönen,26,4.0
2803,2803,Pedrode la Rosa,35,2.0
2804,2804,NickHeidfeld,29,1.0
2805,2805,JacquesVilleneuve,35,0.0
2806,2806,NicoRosberg,21,0.0
2807,2807,MarkWebber,29,0.0
2808,2808,FernandoAlonso,24,8.0
2809,2809,GiancarloFisichella,33,3.0
2810,2810,FelipeMassa,25,6.0
2811,2811,MichaelSchumacher,37,10.0
2812,2812,VitantonioLiuzzi,25,0.0
2813,2813,ScottSpeed,23,0.0
2814,2814,JarnoTrulli,32,0.0
2815,2815,RalfSchumacher,31,5.0
2816,2816,TakumaSato,29,0.0
2817,2817,FranckMontagny,28,0.0
2818,2818,DavidCoulthard,35,0.0
2819,2819,ChristianKlien,23,0.0
2820,2820,JensonButton,26,0.0
2821,2821,RubensBarrichello,34,0.0
2822,2822,ChristijanAlbers,27,0.0
2823,2823,TiagoMonteiro,29,0.0
2824,2824,KimiRäikkönen,25,8.0
2825,2825,JuanPablo Montoya,29,0.0
2826,2826,NickHeidfeld,27,0.0
2827,2827,MarkWebber,28,0.0
2828,2828,TiagoMonteiro,28,0.0
2829,2829,NarainKarthikeyan,28,0.0
2830,2830,FelipeMassa,23,0.0
2831,2831,JacquesVilleneuve,33,1.0
2832,2832,FernandoAlonso,23,10.0
2833,2833,GiancarloFisichella,32,3.0
2834,2834,ChristijanAlbers,25,0.0
2835,2835,PatrickFriesacher,24,0.0
2836,2836,RubensBarrichello,32,0.0
2837,2837,MichaelSchumacher,36,6.0
2838,2838,JarnoTrulli,30,4.0
2839,2839,RalfSchumacher,29,2.0
2840,2840,TakumaSato,28,0.0
2841,2841,JensonButton,25,5.0
2842,2842,DavidCoulthard,33,0.0
2843,2843,ChristianKlien,22,0.0
2844,2844,KimiRäikkönen,23,5.0
2845,2845,DavidCoulthard,32,4.0
2846,2846,RalfSchumacher,27,10.0
2847,2847,JuanPablo Montoya,27,8.0
2848,2848,GiancarloFisichella,30,0.0
2849,2849,RalphFirman,28,0.0
2850,2850,NickHeidfeld,26,0.0
2851,2851,Heinz-HaraldFrentzen,36,0.0
2852,2852,FernandoAlonso,21,0.0
2853,2853,JarnoTrulli,28,0.0
2854,2854,JosVerstappen,31,0.0
2855,2855,JustinWilson,24,0.0
2856,2856,RubensBarrichello,31,2.0
2857,2857,MichaelSchumacher,34,6.0
2858,2858,Cristianoda Matta,29,0.0
2859,2859,OlivierPanis,36,1.0
2860,2860,JensonButton,23,0.0
2861,2861,JacquesVilleneuve,32,0.0
2862,2862,MarkWebber,26,3.0
2863,2863,AntônioPizzonia,22,0.0
2864,2864,KimiRäikkönen,24,2.0
2865,2865,DavidCoulthard,33,3.0
2866,2866,JuanPablo Montoya,28,1.0
2867,2867,MarcGené,30,0.0
2868,2868,NickHeidfeld,26,0.0
2869,2869,GiorgioPantano,25,0.0
2870,2870,FelipeMassa,22,0.0
2871,2871,GiancarloFisichella,31,0.0
2872,2872,FernandoAlonso,22,8.0
2873,2873,JarnoTrulli,29,5.0
2874,2874,GianmariaBruni,22,0.0
2875,2875,ZsoltBaumgartner,23,0.0
2876,2876,RubensBarrichello,31,6.0
2877,2877,MichaelSchumacher,35,10.0
2878,2878,Cristianoda Matta,30,0.0
2879,2879,OlivierPanis,37,0.0
2880,2880,TakumaSato,27,0.0
2881,2881,JensonButton,24,4.0
2882,2882,MarkWebber,27,0.0
2883,2883,ChristianKlien,21,0.0
2884,2884,DavidCoulthard,26,0.0
2885,2885,MikaHäkkinen,28,0.0
2886,2886,JacquesVilleneuve,26,3.0
2887,2887,Heinz-HaraldFrentzen,30,6.0
2888,2888,GiancarloFisichella,24,0.0
2889,2889,RalfSchumacher,22,1.0
2890,2890,JohnnyHerbert,33,0.0
2891,2891,NorbertoFontana,22,0.0
2892,2892,JarnoTrulli,22,0.0
2893,2893,ShinjiNakano,26,0.0
2894,2894,TarsoMarques,21,0.0
2895,2895,UkyoKatayama,34,0.0
2896,2896,MichaelSchumacher,28,10.0
2897,2897,EddieIrvine,31,4.0
2898,2898,AlexanderWurz,23,0.0
2899,2899,JeanAlesi,33,2.0
2900,2900,RubensBarrichello,25,0.0
2901,2901,JanMagnussen,24,0.0
2902,2902,PedroDiniz,27,0.0
2903,2903,DamonHill,36,0.0
2904,2904,JosVerstappen,25,0.0
2905,2905,MikaSalo,30,0.0
2906,2906,MikaHäkkinen,26,0.0
2907,2907,MarkBlundell,28,0.0
2908,2908,DavidCoulthard,23,4.0
2909,2909,DamonHill,34,6.0
2910,2910,RubensBarrichello,22,1.0
2911,2911,EddieIrvine,29,0.0
2912,2912,Heinz-HaraldFrentzen,27,0.0
2913,2913,Jean-ChristopheBoullion,25,0.0
2914,2914,LucaBadoer,24,0.0
2915,2915,PierluigiMartini,33,0.0
2916,2916,JeanAlesi,30,2.0
2917,2917,GerhardBerger,35,0.0
2918,2918,MichaelSchumacher,26,10.0
2919,2919,JohnnyHerbert,30,0.0
2920,2920,OlivierPanis,28,0.0
2921,2921,MartinBrundle,35,3.0
2922,2922,MikaSalo,28,0.0
2923,2923,UkyoKatayama,31,0.0
2924,2924,GianniMorbidelli,27,0.0
2925,2925,TakiInoue,31,0.0
2926,2926,PedroDiniz,24,0.0
2927,2927,RobertoMoreno,36,0.0
2928,2928,AndreaMontermini,30,0.0
2929,2929,BertrandGachot,32,0.0
2930,2930,MikaHäkkinen,25,0.0
2931,2931,MartinBrundle,34,0.0
2932,2932,DamonHill,33,6.0
2933,2933,NigelMansell,40,0.0
2934,2934,RubensBarrichello,21,0.0
2935,2935,EddieIrvine,28,0.0
2936,2936,Heinz-HaraldFrentzen,26,3.0
2937,2937,Andreade Cesaris,34,1.0
2938,2938,PierluigiMartini,32,2.0
2939,2939,MicheleAlboreto,37,0.0
2940,2940,JeanAlesi,29,0.0
2941,2941,GerhardBerger,34,4.0
2942,2942,MichaelSchumacher,25,10.0
2943,2943,JosVerstappen,22,0.0
2944,2944,OlivierPanis,27,0.0
2945,2945,ÉricBernard,29,0.0
2946,2946,UkyoKatayama,30,0.0
2947,2947,MarkBlundell,27,0.0
2948,2948,GianniMorbidelli,26,0.0
2949,2949,ChristianFittipaldi,23,0.0
2950,2950,DavidBrabham,28,0.0
2951,2951,Jean-MarcGounon,31,0.0
2952,2952,JohnnyHerbert,29,0.0
2953,2953,AlessandroZanardi,27,0.0
2954,2954,ÉrikComas,30,0.0
2955,2955,OlivierBeretta,24,0.0
2956,2956,LewisHamilton,23,10.0
2957,2957,HeikkiKovalainen,26,4.0
2958,2958,NickHeidfeld,31,8.0
2959,2959,RobertKubica,23,0.0
2960,2960,NicoRosberg,22,0.0
2961,2961,KazukiNakajima,23,1.0
2962,2962,FernandoAlonso,26,3.0
2963,2963,NelsonPiquet Jr.,22,0.0
2964,2964,KimiRäikkönen,28,5.0
2965,2965,FelipeMassa,27,0.0
2966,2966,SébastienBourdais,29,0.0
2967,2967,SebastianVettel,20,0.0
2968,2968,TimoGlock,26,0.0
2969,2969,JarnoTrulli,33,2.0
2970,2970,DavidCoulthard,37,0.0
2971,2971,MarkWebber,31,0.0
2972,2972,AdrianSutil,25,0.0
2973,2973,GiancarloFisichella,35,0.0
2974,2974,JensonButton,28,0.0
2975,2975,RubensBarrichello,36,6.0
2976,2976,LewisHamilton,22,6.0
2977,2977,FernandoAlonso,26,8.0
2978,2978,NickHeidfeld,30,3.0
2979,2979,RobertKubica,22,5.0
2980,2980,NicoRosberg,22,0.0
2981,2981,AlexanderWurz,33,0.0
2982,2982,HeikkiKovalainen,25,2.0
2983,2983,GiancarloFisichella,34,1.0
2984,2984,KimiRäikkönen,27,10.0
2985,2985,FelipeMassa,26,4.0
2986,2986,VitantonioLiuzzi,27,0.0
2987,2987,ScottSpeed,24,0.0
2988,2988,JarnoTrulli,33,0.0
2989,2989,RalfSchumacher,32,0.0
2990,2990,TakumaSato,30,0.0
2991,2991,AnthonyDavidson,28,0.0
2992,2992,DavidCoulthard,36,0.0
2993,2993,MarkWebber,30,0.0
2994,2994,AdrianSutil,24,0.0
2995,2995,ChristijanAlbers,28,0.0
2996,2996,JensonButton,27,0.0
2997,2997,RubensBarrichello,35,0.0
2998,2998,LewisHamilton,24,0.0
2999,2999,HeikkiKovalainen,27,0.0
3000,3000,NickHeidfeld,32,0.0
3001,3001,RobertKubica,24,0.0
3002,3002,NicoRosberg,24,4.0
3003,3003,KazukiNakajima,24,0.0
3004,3004,FernandoAlonso,27,0.0
3005,3005,NelsonPiquet Jr.,23,0.0
3006,3006,KimiRäikkönen,29,1.0
3007,3007,FelipeMassa,28,5.0
3008,3008,SébastienBourdais,30,0.0
3009,3009,SébastienBuemi,20,0.0
3010,3010,TimoGlock,27,0.0
3011,3011,JarnoTrulli,34,2.0
3012,3012,MarkWebber,32,8.0
3013,3013,SebastianVettel,21,10.0
3014,3014,AdrianSutil,26,0.0
3015,3015,GiancarloFisichella,36,0.0
3016,3016,JensonButton,29,3.0
3017,3017,RubensBarrichello,37,6.0
3018,3018,LewisHamilton,25,18.0
3019,3019,JensonButton,30,12.0
3020,3020,NicoRosberg,25,15.0
3021,3021,MichaelSchumacher,41,2.0
3022,3022,RubensBarrichello,38,10.0
3023,3023,NicoHülkenberg,23,1.0
3024,3024,Pedrode la Rosa,39,0.0
3025,3025,KamuiKobayashi,24,8.0
